0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.792000000000000000e+03 5.257000000000000000e+03 2.000000000000000000e+02 1.520271666600780236e+02 6.300000000000000000e+01
-5.742000000000000000e+03 5.937000000000000000e+03 2.000000000000000000e+02 2.879837244944739609e+02 6.900000000000000000e+01
-5.677000000000000000e+03 1.612000000000000000e+03 1.000000000000000000e+02 3.383576795220341182e+01 6.800000000000000000e+01
2.979000000000000000e+03 5.643000000000000000e+03 2.000000000000000000e+02 2.416658200323064420e+02 7.200000000000000000e+01
-1.830000000000000000e+03 3.642000000000000000e+03 2.000000000000000000e+02 3.498761078080178777e+01 5.900000000000000000e+01
-5.808000000000000000e+03 4.836000000000000000e+03 2.000000000000000000e+02 1.647698861721701178e+02 6.700000000000000000e+01
-1.520000000000000000e+03 5.746000000000000000e+03 2.000000000000000000e+02 3.299527250843763113e+02 7.400000000000000000e+01
5.583000000000000000e+03 2.944000000000000000e+03 1.000000000000000000e+02 2.121493683245333557e+02 7.000000000000000000e+01
1.983000000000000000e+03 4.673000000000000000e+03 2.000000000000000000e+02 5.514343778307511457e+01 7.000000000000000000e+01
-5.263000000000000000e+03 5.825000000000000000e+03 2.000000000000000000e+02 1.930450157277168728e+02 7.100000000000000000e+01
-2.940000000000000000e+03 5.293000000000000000e+03 2.000000000000000000e+02 3.439950072764403899e+02 6.700000000000000000e+01
1.833000000000000000e+03 5.902000000000000000e+03 2.000000000000000000e+02 1.812483743536668044e+02 7.200000000000000000e+01
2.592000000000000000e+03 5.944000000000000000e+03 2.000000000000000000e+02 2.480894537455500881e+01 7.200000000000000000e+01
2.382000000000000000e+03 2.855000000000000000e+03 2.000000000000000000e+02 2.446480573807478152e+02 7.100000000000000000e+01
-8.560000000000000000e+02 5.855000000000000000e+03 2.000000000000000000e+02 5.633035210740285947e+01 6.300000000000000000e+01
2.730000000000000000e+02 2.214000000000000000e+03 2.000000000000000000e+02 2.433597959352487976e+02 4.500000000000000000e+01
3.535000000000000000e+03 5.899000000000000000e+03 2.000000000000000000e+02 9.429211837697769738e+01 7.100000000000000000e+01
-1.040000000000000000e+02 5.894000000000000000e+03 2.000000000000000000e+02 2.732812356541630834e+02 7.100000000000000000e+01
-5.728000000000000000e+03 5.970000000000000000e+03 2.000000000000000000e+02 4.946636141576618684e+01 6.900000000000000000e+01
-5.634000000000000000e+03 3.036000000000000000e+03 2.000000000000000000e+02 1.677853074724538942e+02 6.400000000000000000e+01
1.186000000000000000e+03 5.716000000000000000e+03 2.000000000000000000e+02 3.595071557420095019e+02 6.900000000000000000e+01
1.979000000000000000e+03 5.672000000000000000e+03 2.000000000000000000e+02 1.987413884096883976e+02 7.400000000000000000e+01
2.570000000000000000e+02 4.042000000000000000e+03 2.000000000000000000e+02 2.237949338044472825e+01 7.700000000000000000e+01
3.164000000000000000e+03 5.666000000000000000e+03 2.000000000000000000e+02 2.315592983430301786e+02 6.800000000000000000e+01
5.581000000000000000e+03 5.302000000000000000e+03 2.000000000000000000e+02 9.802782924992339986e+01 6.900000000000000000e+01
3.749000000000000000e+03 5.809000000000000000e+03 2.000000000000000000e+02 3.108651318981713985e+02 7.300000000000000000e+01
-2.410000000000000000e+03 5.398000000000000000e+03 2.000000000000000000e+02 1.068062020406024430e+02 6.900000000000000000e+01
5.016000000000000000e+03 5.826000000000000000e+03 2.000000000000000000e+02 3.275336024895408400e+02 6.600000000000000000e+01
2.840000000000000000e+03 5.419000000000000000e+03 2.000000000000000000e+02 1.751918240018179063e+02 7.000000000000000000e+01
-2.421000000000000000e+03 5.881000000000000000e+03 2.000000000000000000e+02 3.328165892080921822e+02 7.000000000000000000e+01
5.075000000000000000e+03 4.785000000000000000e+03 2.000000000000000000e+02 1.995012735259884664e+02 7.500000000000000000e+01
-1.237000000000000000e+03 3.175000000000000000e+03 2.000000000000000000e+02 3.582150718882940623e+02 4.300000000000000000e+01
-1.406000000000000000e+03 5.456000000000000000e+03 2.000000000000000000e+02 1.637644709882343932e+02 7.400000000000000000e+01
-3.483000000000000000e+03 6.105000000000000000e+03 2.000000000000000000e+02 3.140590224307737799e+02 7.000000000000000000e+01
4.208000000000000000e+03 7.490000000000000000e+02 1.000000000000000000e+02 2.139663993453284547e+02 3.600000000000000000e+01
